compid,dhid,midx,midy,midz,topx,topy,topz,botx,boty,botz,length,from,to,geocod,bound,cut,mot,rock,rock01,ore,flagug
RL5M_ROCK,22,-128.208,-145.947,2428.941,-127.732,-145.981,2431.396,-128.684,-145.914,2426.487,5.000,135.188,140.188,1,1,2.620,0.082,1.000,100.000,2,1
RL5M_ROCK,22,-129.160,-145.881,2424.033,-128.684,-145.914,2426.487,-129.636,-145.848,2421.579,5.000,140.188,145.188,1,1,2.351,0.120,1.000,100.000,2,1
RL5M_ROCK,22,-130.112,-145.814,2419.125,-129.636,-145.848,2421.579,-130.587,-145.781,2416.671,5.000,145.188,150.188,1,1,2.105,0.128,1.000,100.000,2,1
RL5M_ROCK,22,-131.063,-145.748,2414.217,-130.587,-145.781,2416.671,-131.539,-145.714,2411.763,5.000,150.188,155.188,1,1,1.973,0.089,1.000,100.000,2,1
RL5M_ROCK,22,-131.997,-145.682,2409.401,-131.539,-145.714,2411.763,-132.455,-145.650,2407.040,4.812,155.188,160.000,1,1,1.530,0.060,1.000,100.000,2,1
RL5M_ROCK,23,-49.824,-156.272,2548.724,-49.220,-156.240,2551.150,-50.428,-156.303,2546.299,5.000,0.000,5.000,6,,0.210,0.140,6.000,100.000,6,-99
RL5M_ROCK,23,-51.032,-156.335,2543.873,-50.428,-156.303,2546.299,-51.636,-156.367,2541.447,5.000,5.000,10.000,6,,0.210,0.120,6.000,100.000,6,-99
RL5M_ROCK,23,-52.240,-156.398,2539.021,-51.636,-156.367,2541.447,-52.844,-156.430,2536.596,5.000,10.000,15.000,6,,0.200,0.050,6.000,100.000,6,-99
RL5M_ROCK,23,-53.448,-156.462,2534.170,-52.844,-156.430,2536.596,-54.052,-156.493,2531.744,5.000,15.000,20.000,6,,0.200,0.050,6.000,100.000,6,-99
RL5M_ROCK,23,-54.656,-156.525,2529.318,-54.052,-156.493,2531.744,-55.260,-156.557,2526.893,5.000,20.000,25.000,6,,0.200,0.050,6.000,100.000,6,-99
RL5M_ROCK,23,-55.864,-156.588,2524.467,-55.260,-156.557,2526.893,-56.468,-156.620,2522.041,5.000,25.000,30.000,6,,0.190,0.020,6.000,100.000,6,-99
RL5M_ROCK,23,-57.072,-156.651,2519.615,-56.468,-156.620,2522.041,-57.676,-156.683,2517.190,5.000,30.000,35.000,6,,0.200,0.030,6.000,100.000,6,-99
RL5M_ROCK,23,-58.280,-156.715,2514.764,-57.676,-156.683,2517.190,-58.884,-156.746,2512.338,5.000,35.000,40.000,6,,0.190,0.020,6.000,100.000,6,-99
RL5M_ROCK,23,-59.488,-156.778,2509.912,-58.884,-156.746,2512.338,-60.092,-156.810,2507.487,5.000,40.000,45.000,5,,0.140,0.020,5.000,100.000,5,-99
RL5M_ROCK,23,-60.696,-156.841,2505.061,-60.092,-156.810,2507.487,-61.300,-156.873,2502.635,5.000,45.000,50.000,5,,0.140,0.020,5.000,100.000,5,-99
RL5M_ROCK,23,-61.903,-156.905,2500.209,-61.300,-156.873,2502.635,-62.507,-156.936,2497.784,5.000,50.000,55.000,5,,0.140,0.020,5.000,100.000,5,-99
RL5M_ROCK,23,-63.111,-156.968,2495.358,-62.507,-156.936,2497.784,-63.715,-157.000,2492.932,5.000,55.000,60.000,5,,0.140,0.010,5.000,100.000,5,-99
RL5M_ROCK,23,-64.319,-157.031,2490.507,-63.715,-157.000,2492.932,-64.923,-157.063,2488.081,5.000,60.000,65.000,5,,0.140,0.010,5.000,100.000,5,-99
RL5M_ROCK,23,-65.527,-157.095,2485.655,-64.923,-157.063,2488.081,-66.131,-157.126,2483.229,5.000,65.000,70.000,5,,0.140,0.010,5.000,100.000,5,-99
RL5M_ROCK,23,-66.735,-157.158,2480.804,-66.131,-157.126,2483.229,-67.339,-157.190,2478.378,5.000,70.000,75.000,5,,0.150,0.040,5.000,100.000,5,-99
RL5M_ROCK,23,-67.362,-157.191,2478.288,-67.339,-157.190,2478.378,-67.384,-157.192,2478.198,0.186,75.000,75.186,1,,0.200,0.010,1.000,100.000,5,-99
RL5M_ROCK,23,-67.988,-157.224,2475.772,-67.384,-157.192,2478.198,-68.592,-157.255,2473.346,5.000,75.186,80.186,1,1,0.200,0.010,1.000,100.000,5,1
RL5M_ROCK,23,-69.196,-157.287,2470.920,-68.592,-157.255,2473.346,-69.800,-157.319,2468.495,5.000,80.186,85.186,1,1,0.215,0.010,1.000,100.000,5,1
RL5M_ROCK,23,-70.404,-157.350,2466.069,-69.800,-157.319,2468.495,-71.008,-157.382,2463.643,5.000,85.186,90.186,1,1,0.356,0.020,1.000,100.000,5,1
RL5M_ROCK,23,-71.612,-157.414,2461.217,-71.008,-157.382,2463.643,-72.216,-157.445,2458.792,5.000,90.186,95.186,1,1,0.503,0.030,1.000,100.000,5,1
RL5M_ROCK,23,-72.820,-157.477,2456.366,-72.216,-157.445,2458.792,-73.424,-157.508,2453.940,5.000,95.186,100.186,1,1,0.596,0.030,1.000,100.000,5,1
RL5M_ROCK,23,-74.028,-157.540,2451.514,-73.424,-157.508,2453.940,-74.632,-157.572,2449.089,5.000,100.186,105.186,1,1,0.736,0.040,1.000,100.000,5,1
RL5M_ROCK,23,-75.236,-157.603,2446.663,-74.632,-157.572,2449.089,-75.840,-157.635,2444.237,5.000,105.186,110.186,1,1,0.399,0.032,1.000,100.000,5,1
RL5M_ROCK,23,-76.444,-157.667,2441.811,-75.840,-157.635,2444.237,-77.048,-157.698,2439.386,5.000,110.186,115.186,1,1,1.161,0.091,1.000,100.000,2,1
RL5M_ROCK,23,-77.652,-157.730,2436.960,-77.048,-157.698,2439.386,-78.256,-157.762,2434.534,5.000,115.186,120.186,1,1,1.435,0.130,1.000,100.000,2,1
RL5M_ROCK,23,-78.860,-157.793,2432.109,-78.256,-157.762,2434.534,-79.464,-157.825,2429.683,5.000,120.186,125.186,1,1,1.312,0.131,1.000,100.000,2,1
RL5M_ROCK,23,-80.068,-157.857,2427.257,-79.464,-157.825,2429.683,-80.672,-157.888,2424.831,5.000,125.186,130.186,1,1,1.363,0.149,1.000,100.000,2,1
RL5M_ROCK,23,-81.276,-157.920,2422.406,-80.672,-157.888,2424.831,-81.880,-157.952,2419.980,5.000,130.186,135.186,1,1,1.174,0.108,1.000,100.000,2,1
RL5M_ROCK,23,-82.484,-157.983,2417.554,-81.880,-157.952,2419.980,-83.088,-158.015,2415.128,5.000,135.186,140.186,1,1,0.753,0.059,1.000,100.000,2,1
RL5M_ROCK,23,-83.692,-158.047,2412.703,-83.088,-158.015,2415.128,-84.295,-158.078,2410.277,5.000,140.186,145.186,1,1,0.564,0.040,1.000,100.000,2,1
RL5M_ROCK,23,-84.899,-158.110,2407.851,-84.295,-158.078,2410.277,-85.503,-158.142,2405.425,5.000,145.186,150.186,1,1,0.687,0.040,1.000,100.000,2,1
RL5M_ROCK,23,-86.107,-158.173,2403.000,-85.503,-158.142,2405.425,-86.711,-158.205,2400.574,5.000,150.186,155.186,1,1,0.859,0.040,1.000,100.000,2,1
RL5M_ROCK,23,-87.315,-158.236,2398.148,-86.711,-158.205,2400.574,-87.919,-158.268,2395.722,5.000,155.186,160.186,1,1,0.836,0.050,1.000,100.000,2,1
RL5M_ROCK,23,-88.497,-158.298,2393.404,-87.919,-158.268,2395.722,-89.074,-158.329,2391.086,4.778,160.186,164.964,1,1,0.730,0.040,1.000,100.000,2,1
RL5M_ROCK,23,-89.078,-158.329,2391.069,-89.074,-158.329,2391.086,-89.082,-158.329,2391.051,0.036,164.964,165.000,1,1,0.730,0.040,1.000,100.000,2,2
RL5M_ROCK,23,-89.086,-158.329,2391.036,-89.082,-158.329,2391.051,-89.090,-158.329,2391.021,0.031,165.000,165.031,2,1,1.600,0.110,2.000,100.000,2,2
RL5M_ROCK,23,-89.694,-158.361,2388.596,-89.090,-158.329,2391.021,-90.298,-158.393,2386.170,5.000,165.031,170.031,2,2,1.598,0.110,2.000,100.000,2,2
RL5M_ROCK,23,-90.902,-158.424,2383.744,-90.298,-158.393,2386.170,-91.506,-158.456,2381.318,5.000,170.031,175.031,2,2,1.222,0.090,2.000,100.000,2,2
RL5M_ROCK,23,-92.110,-158.488,2378.893,-91.506,-158.456,2381.318,-92.714,-158.519,2376.467,5.000,175.031,180.031,2,2,1.472,0.080,2.000,100.000,2,2
RL5M_ROCK,23,-93.318,-158.551,2374.041,-92.714,-158.519,2376.467,-93.922,-158.583,2371.615,5.000,180.031,185.031,2,2,1.842,0.070,2.000,100.000,2,2
RL5M_ROCK,23,-94.526,-158.614,2369.190,-93.922,-158.583,2371.615,-95.130,-158.646,2366.764,5.000,185.031,190.031,2,2,2.125,0.060,2.000,100.000,2,2
RL5M_ROCK,23,-95.734,-158.678,2364.338,-95.130,-158.646,2366.764,-96.338,-158.709,2361.912,5.000,190.031,195.031,2,2,1.249,0.020,2.000,100.000,2,2
RL5M_ROCK,23,-96.942,-158.741,2359.487,-96.338,-158.709,2361.912,-97.546,-158.773,2357.061,5.000,195.031,200.031,2,2,1.152,0.020,2.000,100.000,2,2
RL5M_ROCK,23,-98.149,-158.804,2354.635,-97.546,-158.773,2357.061,-98.753,-158.836,2352.210,5.000,200.031,205.031,2,2,1.521,0.030,2.000,100.000,2,2
RL5M_ROCK,23,-99.354,-158.867,2349.799,-98.753,-158.836,2352.210,-99.954,-158.899,2347.388,4.969,205.031,210.000,2,2,1.630,0.030,2.000,100.000,2,2
RL5M_ROCK,24,-8.354,-158.768,2547.554,-7.750,-158.800,2549.980,-8.958,-158.737,2545.129,5.000,0.000,5.000,6,,0.180,0.030,6.000,100.000,-99,-99
RL5M_ROCK,24,-9.562,-158.705,2542.703,-8.958,-158.737,2545.129,-10.166,-158.673,2540.277,5.000,5.000,10.000,6,,0.190,0.050,6.000,100.000,6,-99
RL5M_ROCK,24,-10.770,-158.642,2537.851,-10.166,-158.673,2540.277,-11.374,-158.610,2535.426,5.000,10.000,15.000,6,,0.200,0.060,6.000,100.000,6,-99
RL5M_ROCK,24,-11.978,-158.578,2533.000,-11.374,-158.610,2535.426,-12.582,-158.547,2530.574,5.000,15.000,20.000,6,,0.210,0.080,6.000,100.000,6,-99
RL5M_ROCK,24,-13.186,-158.515,2528.148,-12.582,-158.547,2530.574,-13.790,-158.483,2525.723,5.000,20.000,25.000,6,,0.210,0.070,6.000,100.000,6,-99
RL5M_ROCK,24,-14.394,-158.452,2523.297,-13.790,-158.483,2525.723,-14.998,-158.420,2520.871,5.000,25.000,30.000,6,,0.200,0.070,6.000,100.000,6,-99
RL5M_ROCK,24,-15.602,-158.389,2518.445,-14.998,-158.420,2520.871,-16.206,-158.357,2516.020,5.000,30.000,35.000,6,,0.200,0.090,6.000,100.000,6,-99
RL5M_ROCK,24,-16.810,-158.325,2513.594,-16.206,-158.357,2516.020,-17.414,-158.294,2511.168,5.000,35.000,40.000,6,,0.200,0.090,6.000,100.000,6,-99
RL5M_ROCK,24,-18.018,-158.262,2508.742,-17.414,-158.294,2511.168,-18.622,-158.230,2506.317,5.000,40.000,45.000,5,,0.150,0.050,5.000,100.000,5,-99
RL5M_ROCK,24,-19.206,-158.200,2503.968,-18.622,-158.230,2506.317,-19.791,-158.169,2501.619,4.841,45.000,49.841,5,,0.150,0.030,5.000,100.000,5,-99
RL5M_ROCK,24,-19.810,-158.168,2501.542,-19.791,-158.169,2501.619,-19.830,-158.167,2501.465,0.159,49.841,50.000,5,1,0.150,0.030,5.000,100.000,5,1
RL5M_ROCK,24,-20.433,-158.135,2499.039,-19.830,-158.167,2501.465,-21.037,-158.104,2496.614,5.000,50.000,55.000,1,1,0.340,0.030,1.000,100.000,5,1
RL5M_ROCK,24,-21.641,-158.072,2494.188,-21.037,-158.104,2496.614,-22.245,-158.040,2491.762,5.000,55.000,60.000,1,1,0.380,0.050,1.000,100.000,5,1
RL5M_ROCK,24,-22.849,-158.009,2489.337,-22.245,-158.040,2491.762,-23.453,-157.977,2486.911,5.000,60.000,65.000,1,1,0.200,0.020,1.000,100.000,5,1
RL5M_ROCK,24,-24.057,-157.945,2484.485,-23.453,-157.977,2486.911,-24.661,-157.914,2482.059,5.000,65.000,70.000,1,1,0.150,0.010,1.000,100.000,5,1
RL5M_ROCK,24,-25.265,-157.882,2479.634,-24.661,-157.914,2482.059,-25.869,-157.850,2477.208,5.000,70.000,75.000,1,1,0.200,0.020,1.000,100.000,5,1
RL5M_ROCK,24,-26.473,-157.819,2474.782,-25.869,-157.850,2477.208,-27.077,-157.787,2472.356,5.000,75.000,80.000,1,1,0.200,0.010,1.000,100.000,5,1
RL5M_ROCK,24,-27.681,-157.755,2469.931,-27.077,-157.787,2472.356,-28.285,-157.724,2467.505,5.000,80.000,85.000,1,1,0.270,0.020,1.000,100.000,5,1
RL5M_ROCK,24,-28.889,-157.692,2465.079,-28.285,-157.724,2467.505,-29.493,-157.660,2462.653,5.000,85.000,90.000,1,1,0.310,0.020,1.000,100.000,5,1
RL5M_ROCK,24,-30.097,-157.629,2460.228,-29.493,-157.660,2462.653,-30.701,-157.597,2457.802,5.000,90.000,95.000,1,1,0.310,0.020,1.000,100.000,5,1
RL5M_ROCK,24,-31.305,-157.566,2455.376,-30.701,-157.597,2457.802,-31.909,-157.534,2452.950,5.000,95.000,100.000,1,1,0.370,0.030,1.000,100.000,5,1
RL5M_ROCK,24,-32.513,-157.502,2450.525,-31.909,-157.534,2452.950,-33.117,-157.471,2448.099,5.000,100.000,105.000,5,1,0.150,0.010,5.000,100.000,5,1
RL5M_ROCK,24,-33.721,-157.439,2445.673,-33.117,-157.471,2448.099,-34.325,-157.407,2443.247,5.000,105.000,110.000,5,1,0.150,0.010,5.000,100.000,5,1
RL5M_ROCK,24,-34.929,-157.376,2440.822,-34.325,-157.407,2443.247,-35.533,-157.344,2438.396,5.000,110.000,115.000,5,1,0.150,0.020,5.000,100.000,5,1
RL5M_ROCK,24,-36.137,-157.312,2435.970,-35.533,-157.344,2438.396,-36.741,-157.281,2433.545,5.000,115.000,120.000,5,1,0.150,0.020,5.000,100.000,5,1
RL5M_ROCK,24,-37.345,-157.249,2431.119,-36.741,-157.281,2433.545,-37.949,-157.217,2428.693,5.000,120.000,125.000,1,1,0.630,0.060,1.000,100.000,5,1
RL5M_ROCK,24,-38.553,-157.186,2426.267,-37.949,-157.217,2428.693,-39.157,-157.154,2423.842,5.000,125.000,130.000,1,1,0.870,0.070,1.000,100.000,5,1
RL5M_ROCK,24,-39.761,-157.122,2421.416,-39.157,-157.154,2423.842,-40.365,-157.091,2418.990,5.000,130.000,135.000,1,1,0.710,0.050,1.000,100.000,2,1
RL5M_ROCK,24,-40.969,-157.059,2416.564,-40.365,-157.091,2418.990,-41.573,-157.027,2414.139,5.000,135.000,140.000,1,1,0.830,0.060,1.000,100.000,2,1
RL5M_ROCK,24,-42.177,-156.996,2411.713,-41.573,-157.027,2414.139,-42.781,-156.964,2409.287,5.000,140.000,145.000,1,1,0.820,0.070,1.000,100.000,2,1
RL5M_ROCK,24,-43.385,-156.932,2406.861,-42.781,-156.964,2409.287,-43.989,-156.901,2404.436,5.000,145.000,150.000,1,1,0.930,0.090,1.000,100.000,2,1
RL5M_ROCK,24,-44.593,-156.869,2402.010,-43.989,-156.901,2404.436,-45.197,-156.838,2399.584,5.000,150.000,155.000,1,1,0.900,0.090,1.000,100.000,2,1
RL5M_ROCK,24,-45.203,-156.837,2399.558,-45.197,-156.838,2399.584,-45.209,-156.837,2399.533,0.053,155.000,155.053,2,1,0.630,0.030,2.000,100.000,2,1
RL5M_ROCK,24,-45.210,-156.837,2399.531,-45.209,-156.837,2399.533,-45.210,-156.837,2399.528,0.004,155.053,155.057,2,1,0.630,0.030,2.000,100.000,2,2
RL5M_ROCK,24,-45.807,-156.805,2397.131,-45.210,-156.837,2399.528,-46.404,-156.774,2394.733,4.943,155.057,160.000,2,2,0.630,0.030,2.000,100.000,2,2
RL5M_ROCK,25,41.823,-148.729,2546.545,42.470,-148.740,2548.960,41.176,-148.717,2544.130,5.000,0.000,5.000,6,,0.200,0.020,6.000,100.000,6,-99
RL5M_ROCK,25,40.529,-148.706,2541.716,41.176,-148.717,2544.130,39.882,-148.695,2539.301,5.000,5.000,10.000,6,,0.180,0.010,6.000,100.000,6,-99
RL5M_ROCK,25,39.235,-148.684,2536.886,39.882,-148.695,2539.301,38.588,-148.672,2534.471,5.000,10.000,15.000,6,,0.170,0.010,6.000,100.000,6,-99
RL5M_ROCK,25,37.941,-148.661,2532.056,38.588,-148.672,2534.471,37.294,-148.650,2529.641,5.000,15.000,20.000,6,,0.160,0.000,6.000,100.000,6,-99
RL5M_ROCK,25,36.647,-148.638,2527.227,37.294,-148.650,2529.641,36.001,-148.627,2524.812,5.000,20.000,25.000,6,,0.140,0.000,6.000,100.000,6,-99
RL5M_ROCK,25,35.354,-148.616,2522.397,36.001,-148.627,2524.812,34.707,-148.604,2519.982,5.000,25.000,30.000,6,,0.140,0.000,6.000,100.000,6,-99
RL5M_ROCK,25,34.060,-148.593,2517.567,34.707,-148.604,2519.982,33.413,-148.582,2515.153,5.000,30.000,35.000,6,,0.160,0.000,6.000,100.000,6,-99
RL5M_ROCK,25,32.766,-148.571,2512.738,33.413,-148.582,2515.153,32.119,-148.559,2510.323,5.000,35.000,40.000,6,,0.170,0.010,6.000,100.000,6,-99
RL5M_ROCK,25,31.472,-148.548,2507.908,32.119,-148.559,2510.323,30.825,-148.537,2505.493,5.000,40.000,45.000,5,,0.150,0.080,5.000,100.000,5,-99
RL5M_ROCK,25,30.178,-148.525,2503.079,30.825,-148.537,2505.493,29.531,-148.514,2500.664,5.000,45.000,50.000,5,,0.150,0.090,5.000,100.000,5,-99
RL5M_ROCK,25,28.884,-148.503,2498.249,29.531,-148.514,2500.664,28.237,-148.492,2495.834,5.000,50.000,55.000,5,,0.150,0.080,5.000,100.000,5,-99
RL5M_ROCK,25,27.590,-148.480,2493.419,28.237,-148.492,2495.834,26.943,-148.469,2491.004,5.000,55.000,60.000,5,,0.150,0.100,5.000,100.000,5,-99
RL5M_ROCK,25,26.926,-148.469,2490.941,26.943,-148.469,2491.004,26.909,-148.468,2490.878,0.131,60.000,60.131,1,,2.840,0.060,1.000,100.000,5,-99
RL5M_ROCK,25,26.262,-148.457,2488.463,26.909,-148.468,2490.878,25.615,-148.446,2486.048,5.000,60.131,65.131,1,1,2.843,0.061,1.000,100.000,5,1
RL5M_ROCK,25,24.969,-148.435,2483.634,25.615,-148.446,2486.048,24.322,-148.423,2481.219,5.000,65.131,70.131,1,1,2.940,0.081,1.000,100.000,5,1
RL5M_ROCK,25,23.675,-148.412,2478.804,24.322,-148.423,2481.219,23.028,-148.401,2476.389,5.000,70.131,75.131,1,1,1.816,0.100,1.000,100.000,5,1
RL5M_ROCK,25,22.381,-148.389,2473.974,23.028,-148.401,2476.389,21.734,-148.378,2471.560,5.000,75.131,80.131,1,1,2.061,0.100,1.000,100.000,5,1
RL5M_ROCK,25,21.104,-148.367,2469.208,21.734,-148.378,2471.560,20.474,-148.356,2466.856,4.869,80.131,85.000,1,1,2.460,0.100,1.000,100.000,5,1
RL5M_ROCK,25,19.827,-148.345,2464.441,20.474,-148.356,2466.856,19.180,-148.333,2462.027,5.000,85.000,90.000,5,1,0.150,0.050,5.000,100.000,5,1
RL5M_ROCK,25,18.533,-148.322,2459.612,19.180,-148.333,2462.027,17.886,-148.311,2457.197,5.000,90.000,95.000,5,1,0.150,0.030,5.000,100.000,5,1
RL5M_ROCK,25,17.239,-148.300,2454.782,17.886,-148.311,2457.197,16.592,-148.288,2452.367,5.000,95.000,100.000,5,1,0.150,0.030,5.000,100.000,5,1
RL5M_ROCK,25,15.945,-148.277,2449.953,16.592,-148.288,2452.367,15.298,-148.266,2447.538,5.000,100.000,105.000,1,1,1.990,0.070,1.000,100.000,5,1
RL5M_ROCK,25,14.651,-148.254,2445.123,15.298,-148.266,2447.538,14.004,-148.243,2442.708,5.000,105.000,110.000,1,1,2.630,0.100,1.000,100.000,5,1
RL5M_ROCK,25,13.357,-148.232,2440.293,14.004,-148.243,2442.708,12.710,-148.221,2437.879,5.000,110.000,115.000,5,1,0.150,0.010,5.000,100.000,5,1
RL5M_ROCK,25,12.063,-148.209,2435.464,12.710,-148.221,2437.879,11.416,-148.198,2433.049,5.000,115.000,120.000,5,1,0.150,0.020,5.000,100.000,5,1
RL5M_ROCK,25,10.769,-148.187,2430.634,11.416,-148.198,2433.049,10.123,-148.175,2428.219,5.000,120.000,125.000,5,1,0.150,0.020,5.000,100.000,5,1
RL5M_ROCK,25,9.476,-148.164,2425.804,10.123,-148.175,2428.219,8.829,-148.153,2423.390,5.000,125.000,130.000,1,1,1.300,0.120,1.000,100.000,5,1
RL5M_ROCK,26,101.485,-154.129,2555.714,102.090,-154.140,2558.140,100.881,-154.119,2553.289,5.000,0.000,5.000,6,,0.200,0.030,6.000,100.000,6,-99
RL5M_ROCK,26,100.276,-154.108,2550.863,100.881,-154.119,2553.289,99.671,-154.098,2548.437,5.000,5.000,10.000,6,,0.200,0.020,6.000,100.000,6,-99
RL5M_ROCK,26,99.066,-154.087,2546.011,99.671,-154.098,2548.437,98.462,-154.077,2543.586,5.000,10.000,15.000,6,,0.200,0.030,6.000,100.000,6,-99
RL5M_ROCK,26,97.857,-154.066,2541.160,98.462,-154.077,2543.586,97.252,-154.056,2538.734,5.000,15.000,20.000,6,,0.190,0.030,6.000,100.000,6,-99
RL5M_ROCK,26,96.648,-154.045,2536.308,97.252,-154.056,2538.734,96.043,-154.034,2533.883,5.000,20.000,25.000,6,,0.190,0.030,6.000,100.000,6,-99
RL5M_ROCK,26,95.438,-154.024,2531.457,96.043,-154.034,2533.883,94.833,-154.013,2529.031,5.000,25.000,30.000,6,,0.210,0.050,6.000,100.000,6,-99
RL5M_ROCK,26,94.229,-154.003,2526.605,94.833,-154.013,2529.031,93.624,-153.992,2524.180,5.000,30.000,35.000,6,,0.190,0.020,6.000,100.000,6,-99
RL5M_ROCK,26,93.019,-153.982,2521.754,93.624,-153.992,2524.180,92.415,-153.971,2519.328,5.000,35.000,40.000,6,,0.200,0.020,6.000,100.000,6,-99
RL5M_ROCK,26,91.810,-153.961,2516.902,92.415,-153.971,2519.328,91.205,-153.950,2514.477,5.000,40.000,45.000,5,,0.160,0.030,5.000,100.000,5,-99
RL5M_ROCK,26,90.600,-153.939,2512.051,91.205,-153.950,2514.477,89.996,-153.929,2509.625,5.000,45.000,50.000,5,,0.160,0.050,5.000,100.000,5,-99
RL5M_ROCK,26,89.391,-153.918,2507.199,89.996,-153.929,2509.625,88.786,-153.908,2504.774,5.000,50.000,55.000,5,,0.170,0.080,5.000,100.000,5,-99
RL5M_ROCK,26,88.182,-153.897,2502.348,88.786,-153.908,2504.774,87.577,-153.887,2499.922,5.000,55.000,60.000,5,,0.170,0.100,5.000,100.000,5,-99
RL5M_ROCK,26,86.972,-153.876,2497.497,87.577,-153.887,2499.922,86.367,-153.866,2495.071,5.000,60.000,65.000,5,,0.160,0.070,5.000,100.000,5,-99
RL5M_ROCK,26,85.763,-153.855,2492.645,86.367,-153.866,2495.071,85.158,-153.844,2490.219,5.000,65.000,70.000,5,,0.160,0.060,5.000,100.000,5,-99
RL5M_ROCK,26,84.553,-153.834,2487.794,85.158,-153.844,2490.219,83.949,-153.823,2485.368,5.000,70.000,75.000,5,,0.160,0.060,5.000,100.000,5,-99
RL5M_ROCK,26,83.344,-153.813,2482.942,83.949,-153.823,2485.368,82.739,-153.802,2480.516,5.000,75.000,80.000,5,,0.160,0.100,5.000,100.000,5,-99
RL5M_ROCK,26,82.134,-153.792,2478.091,82.739,-153.802,2480.516,81.530,-153.781,2475.665,5.000,80.000,85.000,5,,0.170,0.120,5.000,100.000,5,-99
RL5M_ROCK,26,80.925,-153.771,2473.239,81.530,-153.781,2475.665,80.320,-153.760,2470.813,5.000,85.000,90.000,5,,0.160,0.050,5.000,100.000,5,-99
RL5M_ROCK,26,79.716,-153.749,2468.388,80.320,-153.760,2470.813,79.111,-153.739,2465.962,5.000,90.000,95.000,5,,0.160,0.060,5.000,100.000,5,-99
RL5M_ROCK,26,78.506,-153.728,2463.536,79.111,-153.739,2465.962,77.901,-153.718,2461.110,5.000,95.000,100.000,5,,0.160,0.050,5.000,100.000,5,-99
RL5M_ROCK,26,77.304,-153.707,2458.712,77.901,-153.718,2461.110,76.706,-153.697,2456.313,4.944,100.000,104.944,5,,0.160,0.060,5.000,100.000,5,-99
RL5M_ROCK,26,76.699,-153.697,2456.286,76.706,-153.697,2456.313,76.692,-153.697,2456.259,0.056,104.944,105.000,5,1,0.160,0.060,5.000,100.000,5,1
RL5M_ROCK,26,76.087,-153.686,2453.833,76.692,-153.697,2456.259,75.483,-153.676,2451.407,5.000,105.000,110.000,1,1,1.000,0.030,1.000,100.000,5,1
RL5M_ROCK,26,74.878,-153.665,2448.982,75.483,-153.676,2451.407,74.273,-153.654,2446.556,5.000,110.000,115.000,1,1,0.750,0.010,1.000,100.000,5,1
RL5M_ROCK,26,73.669,-153.644,2444.130,74.273,-153.654,2446.556,73.064,-153.633,2441.705,5.000,115.000,120.000,1,1,1.810,0.040,1.000,100.000,5,1
RL5M_ROCK,26,72.459,-153.623,2439.279,73.064,-153.633,2441.705,71.854,-153.612,2436.853,5.000,120.000,125.000,1,1,0.590,0.010,1.000,100.000,2,1
RL5M_ROCK,26,71.250,-153.602,2434.427,71.854,-153.612,2436.853,70.645,-153.591,2432.002,5.000,125.000,130.000,1,1,0.680,0.010,1.000,100.000,2,1
RL5M_ROCK,26,70.040,-153.581,2429.576,70.645,-153.591,2432.002,69.436,-153.570,2427.150,5.000,130.000,135.000,1,1,0.890,0.040,1.000,100.000,2,1
RL5M_ROCK,26,68.831,-153.559,2424.724,69.436,-153.570,2427.150,68.226,-153.549,2422.299,5.000,135.000,140.000,1,1,0.810,0.030,1.000,100.000,2,1
RL5M_ROCK,26,67.621,-153.538,2419.873,68.226,-153.549,2422.299,67.017,-153.528,2417.447,5.000,140.000,145.000,1,1,0.780,0.030,1.000,100.000,2,1
RL5M_ROCK,26,67.007,-153.528,2417.409,67.017,-153.528,2417.447,66.997,-153.527,2417.370,0.079,145.000,145.079,2,1,3.880,0.080,2.000,100.000,2,1
RL5M_ROCK,26,66.997,-153.527,2417.369,66.997,-153.527,2417.370,66.997,-153.527,2417.368,0.002,145.079,145.082,2,1,3.880,0.080,2.000,100.000,2,2
RL5M_ROCK,26,66.392,-153.517,2414.942,66.997,-153.527,2417.368,65.787,-153.506,2412.516,5.000,145.082,150.082,2,2,3.850,0.079,2.000,100.000,2,2
RL5M_ROCK,26,65.183,-153.496,2410.091,65.787,-153.506,2412.516,64.578,-153.485,2407.665,5.000,150.082,155.082,2,2,2.050,0.040,2.000,100.000,2,2
RL5M_ROCK,26,63.973,-153.475,2405.239,64.578,-153.485,2407.665,63.369,-153.464,2402.813,5.000,155.082,160.082,2,2,2.050,0.040,2.000,100.000,2,2
RL5M_ROCK,26,62.764,-153.454,2400.388,63.369,-153.464,2402.813,62.159,-153.443,2397.962,5.000,160.082,165.082,2,2,2.062,0.050,2.000,100.000,2,2
RL5M_ROCK,26,61.554,-153.432,2395.536,62.159,-153.443,2397.962,60.950,-153.422,2393.110,5.000,165.082,170.082,2,2,1.570,0.040,2.000,100.000,2,2
RL5M_ROCK,26,60.345,-153.411,2390.685,60.950,-153.422,2393.110,59.740,-153.401,2388.259,5.000,170.082,175.082,2,2,1.555,0.040,2.000,100.000,2,2
RL5M_ROCK,26,59.136,-153.390,2385.833,59.740,-153.401,2388.259,58.531,-153.380,2383.407,5.000,175.082,180.082,2,2,2.419,0.060,2.000,100.000,2,2
